disease_name,spread_percentage,pesticide_name,common_name,REI,PHI,what_caused_it
Tomato Early Blight,30.8,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,30.9,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.0,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.1,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.2,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.3,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.4,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.5,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.6,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.7,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.8,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,31.9,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.0,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.1,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.2,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.3,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.4,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.5,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.6,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.7,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.8,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,32.9,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.0,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.1,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.2,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.3,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.4,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.5,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.6,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.7,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.8,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,33.9,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.0,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.1,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.2,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.3,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.4,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.5,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.6,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.7,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.8,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,34.9,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.0,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.1,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.2,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.3,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.4,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.5,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.6,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.7,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.8,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,35.9,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.0,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.1,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.2,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.3,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.4,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.5,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.6,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.7,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.8,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,36.9,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.0,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.1,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.2,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.3,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.4,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.5,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.6,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.7,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.8,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,37.9,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,38.0,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,38.1,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,38.2,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,38.3,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,38.4,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,38.5,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,38.6,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
Tomato Early Blight,38.7,Bravo WeatherStik,Chlorothalonil,24,0,"At moderate spread, Early Blight progresses with larger lesions on leaves, stems, and sometimes the fruit. These lesions can merge, leading to significant foliage damage. The disease continues to thrive under warm and humid conditions, spreading rapidly through wind-blown spores. Infected leaves begin to yellow and fall off, reducing the plant's photosynthetic capacity, which can impact yields."
